School Name,Address,Phone number,Details
Sri Sri Ravishankar Vidya Mandir - Kothrud,"562, Tathastu (Africana), Shamsunder Society lane, Navi Peth, Near Mhatre Bridge   Pune - 411030, Maharashtra, India",9225543495,Class I - Class X CBSE Board Private School Co-Educational School 
Sri Sri Ravishankar Vidya Mandir - Moshi,"GATE No. 97 (PART A,B), Woodsville Township, Near Gail India Terminal (CNG Pumping Station), Borhadewadi, Moshi   Pune - 412105, Maharashtra, India",9552930577,Class I - Class X CBSE Board Private School Co-Educational School 
Sri Visvesvaraya Convent School,"Lotus Court, Pune Satara Road, Parvati   Pune - 411009, Maharashtra, India",(020)-24224182,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Srugan Acadamy,"Salisbury Park, Salunke Vihar   Pune - 411037, Maharashtra, India",(020)-24272191,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
SSPM Day School and Junior College,"Kennedy Road, Near R.T.O.   Pune - 411001, Maharashtra, India",(020)-26058938,Senior Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1972 
St. Anne's High School,"Convent Street, Camp   Pune - 411001, Maharashtra, India",(020)-22640840,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Girls Only School Established in 1860 
St. Arnold's Central School,"S.V.D. Campus, Near Sun City, Kalyani Nagar, Vadgaonsheri   Pune - 411014, Maharashtra, India","(020)-27037121, 27037081",Nursery - Class X CBSE Board Private School Co-Educational School 
St. Felix High School,"Building No. 4, Boat Club Road, Bund Garden   Pune - 411001, Maharashtra, India",(020)-26128693,High Secondary School Private School Co-Educational School 
St. Francis Pre Primary School,"22, Elephantine Road, Khadaki   Pune - 411003, Maharashtra, India",9822590036,Play - Nursery Private School Co-Educational School 
St. Helena's School,"8, Susie Sorabji Road, Agarkar Nagar   Pune - 411001, Maharashtra, India",(020)-26124384,High Secondary School ICSE/ISC Board Private School Girls Only School 
St. Ignatius Nursery School,"Bharat Complex Satav Plot, Gadital Nr. Bharat Petrol Pump, Off Solapur Road, Hadapsar   Pune - 411028, Maharashtra, India",9822401734,Play - Nursery Private School Co-Educational School 
St. John's Secondary School,"1993, Convent Street   Pune - 411002, Maharashtra, India",(020)-6341087,Class X - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
St. Joseph Boys' School,"36, Burr Road, Behind Khadki Cantonment Board, Khadki   Pune - 411003, Maharashtra, India",(020)-25818041,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Boys Only School 
St. Joseph English Medium School,"Saswad, Khalad, Purandar Taluk   Pune - 412301, Maharashtra, India",(02115)-232480,Class I - Class XII CBSE Board Private School Co-Educational School 
St. Joseph High School,"Pashan Road   Pune - 411008, Maharashtra, India",(020)-25655505,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
St. Joseph's Convent Girl's High School,"9, Burr Road, Khadki   Pune - 411003, Maharashtra, India",7588070614,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Girls Only School 
St. Joseph's Convent School,"Wagholi   Pune - 412207, Maharashtra, India",9371031776,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 2000 
St. Joseph's English Medium School,"Ramling Road, Shirur   Pune - 412210, Maharashtra, India","823797582, 9850974877",High Secondary School CBSE Board Private School Co-Educational School 
St. Joseph's Nursery School,"Ganraj Estate, Near KPC Bridge, Opp. Vaiduwadi Bus Stop, Hadapsar   Pune - 411013, Maharashtra, India",9850660013,Play - Nursery Private School Co-Educational School Established in 1999 
St. Jude High School,"Near to Dehu Road Police Station, Dehu Road   Pune - 412101, Maharashtra, India",(020)-27671267,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1953 
St. Mary's Church Nursery School,"1-A, Sholapur Road, Camp   Pune - 411001, Maharashtra, India","(020)-26361207, 64013534",Play - Nursery Private School Co-Educational School 
St. Mary's School,"5B, General Bhagat Marg, Camp   Pune - 411001, Maharashtra, India",(020)-26356282,Senior Secondary School ICSE/ISC Board Private School Co-Educational School Established in 1866 
St. Mathews Academy and Junior College,"Salunke Vihar Road, Kondhwa   Pune - 411048, Maharashtra, India",8888817605,Nursery - Class XII ICSE/ISC Board Private School Co-Educational School 
St. Mira's School,"10, Sadhu Vaswani Path   Pune - 411001, Maharashtra, India",(020)-26119569,Senior Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Girls Only School 
St. Patrick's High School and Junior College,"1B, Prince of Wales Drive Road   Pune - 411001, Maharashtra, India",(020)-26360575,Nursery - Class XII Private School Co-Educational School Established in 1952 
St. Philomena's Catholic High School for Girls,"Pound Street, Carshalton Surrey   Pune, Maharashtra, India",86437925,High Secondary School Private School Co-Educational School Established in 1893 
St. Rampriya School,"Shop #5 M.G. Road, Pimpri Pimpri Colony   Pune - 411017, Maharashtra, India",(020)-27456835,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
St. Thomas Public School,"Swastik Road, Near Khadki Railway Station, Khadki   Pune - 411020, Maharashtra, India",(020)-25815304,High Secondary School Private School Co-Educational School 
St. Ursala High School,"Akurdi   Pune - 411035, Maharashtra, India","(020)-27652669,  27651666",High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1965 
St. Vincen'ts High School,"2005/2006, St. Vincent's Steet, Camp   Pune - 411001, Maharashtra, India",(020)-26352135,Nursery - Class XII Private School Co-Educational School 
St. Vincent's School,"2005/2006, St. Vincentâ€™s Street, Camp   Pune - 411001, Maharashtra, India",(020)-26152135,Nursery - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Boys Only School 
St. Xavier's School,"C/o Berchmans Training College (BTC),  P.O. Anand Nagar, Hindgne Kd., Vitthalwadi   Pune - 411051, Maharashtra, India",8149830102,Nursery - Class V CBSE Board Private School Co-Educational School 
St. Xaviers Pre Primary School,"C/o Berchmans Training College (BTC),P.O. Anand Nagar, Hindgne Kd., Vitthalwadi   Pune - 411051, Maharashtra, India",8149830102,Nursery School Private School Co-Educational School 
St.Josephs High School,"36, Khadki   Pune - 411003, Maharashtra, India",(020)-25822141,High Secondary School CBSE Board Private School Co-Educational School 
Stella Maris School,"Vadgaon Sheri   Pune - 411014, Maharashtra, India","(020)-27033870, 27033543",High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Step Ahead Preschool and Child Care,"Row House No. 7, Daffodils, 106/2/1
Behind D Mart, Baner   Pune - 411045, Maharashtra, India",8380075371,Play - Nursery Private School Co-Educational School 
Step By Step Nursery,"Survey No. 64/4, Kawade Mala, Behind Empress Garden, Ghorpuri   Pune - 411001, Maharashtra, India",(020)-25124013,Play - Nursery Private School Co-Educational School 
Step Up Kids Daycare and Pre School - Baner,"Sr. No. 131/1A, Mahavir Park, Opp. Orchid School   Pune - 411045, Maharashtra, India","7709269353, 9763036728",Play - Nursery Private School Co-Educational School 
Step Up Kids Daycare and Pre School - Chinchwad,"MIDC, Block C, IBMR Campus, Chinchwad Midc   Pune - 411019, Maharashtra, India","9604526231, 8698835179",Play - Nursery Private School Co-Educational School 
Step Up Kids Daycare and Pre School - Hadapsar,"Tekawade Building, 2nd Fool, Gayatri Clinic, Opp. Kumar Park Infinia,
Bhekrainagar, Phursungi Road, Hadapsar   Pune - 411032, Maharashtra, India","9370760761, 9970706684",Play - Nursery Private School Co-Educational School 
Step Up Kids Daycare and Pre School - Kothrud,"S. No. 135, Champion Aquatic Club, Near Shivshakti Society, Mayur Colony, Kothrud   Pune - 411038, Maharashtra, India","9923105166, 8657179563",Play - Nursery Private School Co-Educational School 
Step Up Kids Daycare and Pre School - Model Colony,"Sr. No. 428,1076/19 Gokhale Road Near, Firodiya Park,
Opp. Jivana Kerala Ayurvedic Clinic, Shivaji Nagar   Pune - 411016, Maharashtra, India","9595436345, 9370036345",Play - Nursery Private School Co-Educational School 
Step Up Kids Daycare and Pre School - Vishrantwadi,"Pushpanjali Bungalow, Pratik Nagar, Near MSEB Office, Yearwada   Pune - 411006, Maharashtra, India","9604526231, 8698835179",Play - Nursery Private School Co-Educational School 
Stepup Day Care,"No. 966B, Kusalkar Road, Gokhale Nagar   Pune - 411016, Maharashtra, India",9370036345,Play School Private School Co-Educational School 
Strawberry Play School,"Nirmal Township, Near Sarswat Bank, Suncity Road, Anand Nagar, Off Sinhgad Road   Pune - 411051, Maharashtra, India","9762966072, 9623018184",Play - Kindergarten Private School Co-Educational School 
Sunderji Nursery School,"Building No 8, Vrindavan Society, Behind Mira Society, Off Shankarseth Road   Pune - 411037, Maharashtra, India","(020)-26451425, 26456611",Nursery School Private School Co-Educational School 
Sungrace Primary School,"''Jeevratnam Pillai Niketan'', 61/9 Wanowrie, Salunkhe Vihar Road   Pune - 411040, Maharashtra, India",(020)-26852919,Class I - Class VII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Sungrace School,"Jeevratnam Pillai Niketanâ€, 61/9, Wanowrie, Salunke Vihar Road   Pune - 411040, Maharashtra, India","9422079123, 9372079123Fax : (020) 26359300",Class X - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Sunrise English Medium School,"20/21, Raghoba Patil Nagar, Kharadi, P.M.C   Pune - 411014, Maharashtra, India","9850541920, 9371911802",Nursery - Class V Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Sunshine Kids,"76, Kanta Niketan Mitramandal Colony, Mintramadal   Pune - 411009, Maharashtra, India",9011088161,Play School Private School Co-Educational School 
Sunshine Play House,"Sai Ganesh Apt., Anand Nagar, Sinhagad Road, Sinhagad Road-Vadgaon Budruk   Pune - 411041, Maharashtra, India",8605567547,Play School Private School Co-Educational School 
Sunshine Preschool,"Ratan Krupa Apartments, Near Sai Chowk, Sutarwadi Pashan, Link Road, Sus Road, Pashan   Pune - 411021, Maharashtra, India","9403181666, 9423531046",Play - Nursery Private School Co-Educational School 
"Suryadatta Junior College of Arts, Science and Commerce","Suryey No. 342, Patil Nagar, Bavdhan (BK)   Pune - 411021, Maharashtra, India","8956943822, 7774039901, 9112297604, 8956932400",Senior Secondary School Private School Co-Educational School 
Suryadatta National School,"S. No. 342, Suryabhavan, Patil Nagar, Near DSK Ranwara, Bavdhan (Bk.)   Pune - 411021, Maharashtra, India","8956938604, 8956932413",Play - Class XII CBSE Board Private School Co-Educational School 
Suyog Sunderji Wisdom School,"Gat No. 1395/1 & 1428, Mouje Wagholi, Lohegaon-Wagholi Road, Tal. Haveli   Pune - 411023, Maharashtra, India",7719900025,Play - Class VI CBSE Board Private School Co-Educational School 
SV Union Primary School,"322, Somwar Peth   Pune - 411011, Maharashtra, India",(020)-26124816,Play - Class V Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
SVS High School,"#7, Followers Road, Khadki   Pune - 411003, Maharashtra, India",9850602133,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Swami Vivekanand National School,"Sajjangad Colony, Rahatni, Link Road, Kalewadi   Pune - 411017, Maharashtra, India",9226171664,Play - Class VII CBSE Board Private School Co-Educational School 
Swanand Balak Mandir,"Lane No. 27A, Narkesari Marg, Ganesh Nagar, Dhayari   Pune - 411041, Maharashtra, India",(020)-24393572,Nursery - Class VII Private School Co-Educational School 
Swanand Playgroup,"Survey No. 2024, Tilak Road, Sadashiv Peth   Pune - 411030, Maharashtra, India",9371021977,Play - Nursery Private School Co-Educational School 
Swarada Nursery School,"Riddhi Bunglow, Sai Ganesh Vihar, C Wing, Chakradhar Corner, Anand Nagar   Pune - 411051, Maharashtra, India",9423012008,Play - Nursery Private School Co-Educational School 
Sycamore Learning Tree,"G-7 Shubhashri Woods, Next To Kunal Icon, Pimple Saudagar   Pune - 411027, Maharashtra, India","9850717380, 9822055840",Play - Nursery Private School Co-Educational School 
Symbiosis International School,"Gate No. 3, Symbiosis Viman Nagar Campus,
Off New Airport Road, Viman Nagar   Pune - 411014, Maharashtra, India","(020)-26557300, 26501107",Nursery - Class XII Private School Co-Educational School 
Symbiosis Nursery School,"Final Plot No. 470/1&2, CTS No. 1089/1&2, Opposite Chittaranjan Vatika, Hare Krishna Mandir Path, Model Colony   Pune - 411016, Maharashtra, India","(020)-25671811, 25671814",Nursery School Private School Co-Educational School 
Symbiosis Primary School,"15th Lane, Prabhat Road   Pune - 411004, Maharashtra, India",(020)-25659357Fax : (020) 25652117,Class I - Class VII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1983 
Symbiosis School,"15th Lane, Prabhat Road   Pune - 411004, Maharashtra, India","(020)-25670895, 25659357Fax : (020) 25652117",High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Synergy School,"Off Katraj Kondhwa Road, Near Katraj Lake, Cow Shed Lane, Next to Sairaj Building   Pune - 411046, Maharashtra, India",8805105289,Play - Nursery Private School Co-Educational School 
T.I.M.E. Kids Preschool,"Row No. B/401 Crystal, S.No. 82/1/7,
Plot No. 32-35, Pan Card Club Road   Pune - 411045, Maharashtra, India",7767878615,Play - Nursery Private School Co-Educational School 
Takshashila Gurukul Public School,"At-Post Shikrapur, Patvasti Road, Tal-Shirur   Pune - 412208, Maharashtra, India",9881492222,Play - Class I Private School Co-Educational School 
